uid,source_id,domain,text,original_labels,article_group,bootstrap_label,bootstrap_confidence,created_at,synthetic,final_label
boot_0319_bc977d,4921,booking.com,We use appropriate business systems and procedures to protect and safeguard the personal data you give us. We also use security procedures and technical and physical restrictions for accessing and using the personal data on our servers. Only authorized personnel are permitted to access personal data in the course of their work.,Safeguards Copy,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.303720,False,ambiguous
boot_0129_0b4dcf,2095,trend-chaser.com,"It helps us to improve our Website and to deliver a better and more personalized service, including by enabling us to:",Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.302417,False,ambiguous
syn_non_compliant_9a067edc,7036,parkopedia.com,"we will only retain your personal data for as long as necessary to fulfil the purposes we collected it for, including for the purposes of satisfying any legal, accounting, or reporting requirements.",Storage Period,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.461075,True,non_compliant
syn_compliant_c5008cee,5177,spanishdict.com,"If you have any comments regarding this policy, please let us know by contacting us here  We will retain this data for 3 years.",Controller Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.421866,True,compliant
boot_0967_29bba3,8993,patagonia.com,you also have the right to object where we are processing your personal data for direct marketing purposes.,Right to Object,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.308890,False,ambiguous
syn_compliant_c89ff5fd,4336,cars.com,"We will use technical and organisational measures in accordance with BS EN ISO/IEC 27001 Information Security Management to safeguard your Information, including the use of data encryption to transmit data securely We will retain this data for 3 years. For requests contact privacy@example.com.",Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.427989,True,compliant
boot_0187_1e7b74,6289,ovid.com,data subjects have the right to lodge a complaint with a supervisory authority (the uk ico).,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.302846,False,ambiguous
boot_0929_0a7354,8483,elfcosmetics.com,"to the extent you believe we have not addressed your concerns or otherwise choose to do so, you have the right to lodge a complaint with a supervisory authority in the country where you reside and/or the united states.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.308650,False,ambiguous
boot_1007_1bd5c3,6124,timeout.com,the country to which the personal data will be transferred has been granted a european commission adequacy decision;,Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.309301,False,ambiguous
boot_0350_506a97,841,ranker.com,âPersonal Information you provide while using the services,Data Categories,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.303916,False,ambiguous
syn_non_compliant_c150daf7,9311,rockpapershotgun.com,"where personal information is transferred from the european economic area (""eea"") or switzerland to a country that has not received an adequacy decision by the european commission, we rely on appropriate safeguards, such as the european commission-approved standard contractual clauses and eu-u.s. and swiss-u.s. privacy shield frameworks, to transfer the data We may share your personal data with partners without limitation.",Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.460391,True,non_compliant
boot_0431_09ceb4,5509,lifedaily.com,"Of course, there are instances where your information is stored with third party service providers, such as email service providers, as they provide services that are industry-leading in quality and security and are far more beneficial to our end user than attempting such services in-house.",Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.304673,False,ambiguous
boot_1160_786b75,2371,deviantart.com,"We may use a person's IP address to fight spam, malware and identity theft.","Processing Purpose, Data Categories",Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.310433,False,ambiguous
syn_non_compliant_4123b767,8943,roguefitness.com,"if you do this, however, you may have to manually adjust some preferences every time you visit a site and some services and functionalities may not work We may share your personal data with partners without limitation.",Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.470093,True,non_compliant
boot_0462_e39dcb,3313,worldlifestyle.com,our disclosure of information to third parties for their direct marketing purposes.,Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.304930,False,ambiguous
boot_0341_6d3cc0,5764,yotpo.com,you also have the right to lodge a complaint with a data protection supervisory authority regarding the processing of your personal information.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.303860,False,ambiguous
syn_compliant_69c3dd43,4889,booking.com,Personal data we collect automatically We will retain this data for 3 years. For requests contact privacy@example.com.,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.426977,True,compliant
boot_0450_badbb9,6544,lightningmaps.org,"if the data subject wishes to exercise the rights concerning automated individual decision-making, he or she may, at any time, contact any employee of lightningmaps.org.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.7,2025-11-03T00:49:29.304813,False,ambiguous
syn_non_compliant_296d6b18,8225,relativelyinteresting.com,automated individual decision-making and profiling We may share your personal data with partners without limitation.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.470784,True,non_compliant
boot_1065_102289,3428,fashionbeans.com,"If you have questions about this Privacy Statement, contact us by phone at +1-314-664-2010 (toll-free), Privacy Information Request Web Form or write to the following address:",Controller Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.309722,False,compliant
syn_non_compliant_f9023270,4795,rxlist.com,You can also contact WebMD's Privacy Office at: We may share your personal data with partners without limitation.,Controller Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.468024,True,non_compliant
syn_non_compliant_e4b30126,212,nih.gov,"Your e-mail address will not be visible to the public and we do not collect, maintain, disclose, or share any information about registered users We may share your personal data with partners without limitation.",Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.472420,True,non_compliant
syn_non_compliant_42e4aa28,187,thehill.com,Our Commitment to Data Security We may share your personal data with partners without limitation.,Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.460918,True,non_compliant
syn_non_compliant_5bf1b1e0,7778,tennessee.edu,"the right to access personal data, rectify incorrect personal data, erase personal data, restrict or object to processing, and the right to data portability;",Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.469309,True,non_compliant
boot_0812_3fb4b2,9622,bethesda.net,"(8) the existence of automated decision-making including profiling under article 22 (1) and (4) gdpr and, at least in these cases, meaningful information about the logic involved, and the scope and intended impact of such processing on the data subject.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.307848,False,ambiguous
boot_0357_3ddf90,212,nih.gov,"Your e-mail address will not be visible to the public and we do not collect, maintain, disclose, or share any information about registered users.",Safeguards Copy,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.303958,False,ambiguous
boot_0893_13c82a,9493,domesticatedcompanion.com,"note that once you opt out, part of the services provided by us might no longer be available and some features may not work if you revoke the data transfer.",Provision Requirement,Transfers (44-50),ambiguous,0.7,2025-11-03T00:49:29.308416,False,ambiguous
boot_0075_55cce5,7958,worldremit.com,"to be informed about the processing of your personal data (i.e., for what purposes, what type of personal data, to what recipients it is disclosed, storage periods, any third-party sources from it was obtained, confirmation of whether we undertake automated decision-making, including profiling, and the logic, significance and envisaged consequences).",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.302071,False,ambiguous
boot_0866_9dbf91,9170,uncommongoods.com,"if you would like more information regarding uncommongoods automated decision-making or to request human follow up to an automated promotion or uncommongoods’ communication, or a response to an eu citizen or resident action or request, please send an email request to privacy@uncommongoods.com with the subject line “automated decisionmaking” and provide the details of the transaction in question.",Profiling,Provisions relating to specific processing situations (85-91),compliant,0.9,2025-11-03T00:49:29.308228,False,compliant
syn_compliant_18ef0f1f,5637,intuit.com,Securely transmit your sensitive Personal Information We will retain this data for 3 years. For requests contact privacy@example.com.,Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.430474,True,compliant
syn_non_compliant_b37c0467,8402,boyfriendtv.com,we generally retain your personal information for as long as is necessary for the performance        of the contract between you and us and to comply with our legal obligations.,Storage Period,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.461703,True,non_compliant
boot_0618_7b1585,3772,sfgate.com,you may be able to request that third parties do not use your,Right to Restrict,Rights of the Data Subject (12-23),ambiguous,0.7,2025-11-03T00:49:29.306413,False,ambiguous
boot_0836_992e08,7615,rainierarms.com,"as a rainier arms customer, you have a right, according to eu’s general data protection regulation (applied from may 25, 2018) to object processing or request restricting the processing and lodge a complaint with a supervisory authority responsible for processing personal data.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.7,2025-11-03T00:49:29.308019,False,ambiguous
syn_non_compliant_5ba6dddc,678,instructure.com,"Google may also transfer this information to third parties where required to do so by law, or where such third parties process the information on Google behalf We may share your personal data with partners without limitation.",Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.459172,True,non_compliant
boot_0941_b8262c,3129,express.co.uk,including automated processing and profiling. We do not always make automated decisions about data subjects.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.308728,False,ambiguous
boot_0080_ced4e3,993,allrecipes.com,"Personal information also includes demographic information, such as date of birth, gender, geographic area, and preferences, when such information is linked to other personal information that identifies the individual.",Data Categories,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.302108,False,ambiguous
syn_non_compliant_556f1fa1,1880,dailymotion.com,We collect information when you use the Dailymotion Service or view     Dailymotion advertising outside of the Dailymotion Service.,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.465198,True,non_compliant
syn_compliant_7ad90370,9762,vermont.gov,Thank you for visiting the Official Vermont Portal and reviewing our privacy policy We will retain this data for 3 years. For requests contact privacy@example.com.,Controller Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.434145,True,compliant
syn_non_compliant_bb2a9a34,7723,pcpartpicker.com,"you have the right to object to certain types of processing, including processing for direct marketing.",Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.462953,True,non_compliant
boot_0255_0fbd3c,6537,sothebysrealty.com,"where permitted by applicable law, you also have the right to lodge a complaint with a competent data protection supervisory authority.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.303310,False,ambiguous
boot_0153_b4fba8,9197,read.bi,"we transfer personal data from the european economic area and switzerland to other countries, some of which have not yet been determined by the european commission to have an adequate level of data protection.",Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.302626,False,ambiguous
boot_0894_9ccecd,4959,howstuffworks.com,"In your email, text, and other electronic messages with us.",Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.308422,False,ambiguous
syn_compliant_6025ed3a,1676,go.com,"Insurance support organizations, such as claims reporting services and other parties who provide information on insurance related transactions you have conducted with us, our affiliates, as listed above, or others and We will retain this data for 3 years. For requests contact privacy@example.com.",Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.423548,True,compliant
boot_0186_33e9e1,7425,asurion.com,"you may withdraw your consent by using the ""unsubscribe"" link located at the bottom of our messages, contacting us at the address listed above, or by emailing privacy@asurion.com .",Withdraw Consent,Rights of the Data Subject (12-23),compliant,0.9,2025-11-03T00:49:29.302837,False,compliant
syn_compliant_c89e016e,6935,aparat.com,"questions or complaints: if you are a resident of the eea and have a concern about our processing of personal data that we are not able to resolve, you have the right to lodge a complaint with the data privacy authority where you reside We will retain this data for 3 years. For requests contact privacy@example.com.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.435046,True,compliant
boot_0156_64d81f,7538,ghin.com,"the purposes of the processing;                         the categories of personal data concerned;                         the recipients or categories of recipients to whom the personal data have been or will be disclosed, in particular recipients in third countries or international organisations;                         where possible, the envisaged period for which the personal data will be stored, or, if not possible, the criteria used to determine that period;                         the existence of the right to request from the controller rectification or erasure of personal data, or restriction of processing of personal data concerning the data subject, or to object to such processing;                         the existence of the right to lodge a complaint with a supervisory authority;                         where the personal data are not collected from the data subject, any available information as to their source;                         the existence of automated decision-making, including profiling, referred to in article 22(1) and (4) of the gdpr and, at least in those cases, meaningful information about the logic involved, as well as the significance and envisaged consequences of such processing for the data subject.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.302644,False,ambiguous
boot_0335_8de6e9,6126,badoo.com,rights related to automated decision making including profiling: there are several rights in this area where processing carried out on a solely automated basis results in a decision which has legal or significant effects for the individual.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.303822,False,ambiguous
syn_non_compliant_ae67f46c,7509,ratemyteachers.com,the right to data portability We may share your personal data with partners without limitation.,Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.461502,True,non_compliant
syn_compliant_255f1c12,8579,4404_aboutads.info_.txt,"your personal information will be held for the purposes and uses set out in this privacy policy and for as long as there is a legal, taxation, accounting, risk management or business requirement to do so We will retain this data for 3 years. For requests contact privacy@example.com.",Storage Period,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.434927,True,compliant
syn_compliant_ecc7ff5e,4379,roblox.com,The security of your personal information is important to us We will retain this data for 3 years. For requests contact privacy@example.com.,Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.422141,True,compliant
syn_non_compliant_8042992f,5042,nike.com,What You Give Us,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.466412,True,non_compliant
boot_0317_bc3682,482,sfgate.com,Other Parties When Required by Law or As Necessary to Protect Our Rights.,Data Recipients,Controller and Processor (24-43),ambiguous,0.7,2025-11-03T00:49:29.303708,False,ambiguous
syn_non_compliant_9d2ab7b3,10139,oxforddictionaries.com,"if you change your email address, please let us know the correct details by contacting us We may share your personal data with partners without limitation.",Right to Access,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.467252,True,non_compliant
syn_compliant_14970f56,7565,humanapharmacy.com,"you have the right to object to our processing of your personal data on grounds relating to your particular situation, but only to the extent that the legal basis for the processing is that the processing is necessary for: the performance of a task carried out in the public interest or in the exercise of any official authority vested in us; or the purposes of the legitimate interests pursued by us or by a third party We will retain this data for 3 years. For requests contact privacy@example.com.",Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.427736,True,compliant
syn_non_compliant_8633e0d6,1948,vimeo.com,"If you choose to sign-up and/or authenticate using a third-party account (e.g., Facebook, Twitter), you authorize us to obtain account information from the third-party platform We may share your personal data with partners without limitation.",Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.462925,True,non_compliant
boot_0765_b27bc3,8530,crackerbarrel.com,"please note, however, that some portions of our services will not function properly or be available if you are able and do block and/or delete cookies.",Provision Requirement,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.307501,False,ambiguous
boot_0525_4b6a22,8085,redbubble.com,"however, please be aware that in this case you may not be able to use certain parts of the marketplace or particular services offered by us.",Provision Requirement,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.305378,False,ambiguous
syn_non_compliant_66086838,2035,people.com,"Analytical cookies allow us to recognise and to count the number of visitors to our website, to see how visitors move around the website when they are using it and to record which content viewers view and are interested in We may share your personal data with partners without limitation.",Processing Purpose,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.461430,True,non_compliant
syn_compliant_eef7a549,9639,hostelworld.com,email marketing - we will keep a copy of personal data that is required in order to send you marketing messages for as long as you are subscribed to receive those marketing messages We will retain this data for 3 years. For requests contact privacy@example.com.,Storage Period,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.424258,True,compliant
boot_0063_4227cd,10351,stewmac.com,"We collect Personal Information from you when you voluntarily provide such information, such as when you contact us with inquiries, subscribe to our or a Privy End Customer’s e-mail newsletter, register for access to the Services or use certain Services.",Source of Data,Rights of the Data Subject (12-23),compliant,0.9,2025-11-03T00:49:29.301992,False,compliant
boot_0303_ac6c29,3573,sfgate.com,"If you have any questions about this Privacy Notice, please contact us by email at privacy@hearst.com .",Controller Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.303606,False,compliant
syn_compliant_83c57158,8710,epicgames.com,individuals located in the eu also have the right to lodge a complaint with a supervisory authority established in their country We will retain this data for 3 years. For requests contact privacy@example.com.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.434806,True,compliant
syn_compliant_8fc0adcc,2740,mayoclinic.org,Commerce Offerings: using cookies to track your browsing history and the amount of money spent at a particular third party merchantâs site to offer coupons and other offers that are relevant to your shopping experience We will retain this data for 3 years. For requests contact privacy@example.com.,"Processing Purpose, Data Categories",Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.427832,True,compliant
syn_compliant_c9829bdc,5578,newegg.com,"Finally, in some circumstances you can ask us not to reach decisions affecting you using automated processing or profiling We will retain this data for 3 years. For requests contact privacy@example.com.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.432381,True,compliant
boot_0890_786be7,7929,biomedcentral.com,"we do not use your personal data for automated decision making which produces legal effects                         concerning you or similarly significantly affects you, however we do use your personal data to offer you content and services which we believe may be of interest.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.7,2025-11-03T00:49:29.308395,False,ambiguous
boot_0192_4d4339,4606,carfax.com,"We maintain administrative, technical and physical safeguards against unauthorized access to the information CARFAX collects.",Safeguards Copy,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.302887,False,ambiguous
boot_0582_9828d5,7904,dribbble.com,"however, our practices regarding your personal information will at all times continue to be governed by this privacy policy and, if applicable, we will comply with the general data protection regulation (“gdpr”) requirements providing adequate protection for the transfer of personal information from the eu/eea to third country.",Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.305833,False,ambiguous
syn_compliant_128279f3,7429,pdffiller.com,"you also have the right to ask us to delete or remove your personal data where you have successfully exercised your right to object to processing (see below), where we may have processed your information unlawfully or where we are required to erase your personal data to comply with local law We will retain this data for 3 years. For requests contact privacy@example.com.",Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.427906,True,compliant
syn_non_compliant_f6cc1756,7517,mysagagame.com,"however, we do inform you that you will not be able to use the websites including its functionalities as intended.",Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.463249,True,non_compliant
boot_0738_a5a562,8877,mcmaster.com,"you have a right to lodge a complaint with your local data protection supervisory authority (i.e., your place of habitual residence, place or work or place of alleged infringement) at any time.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.307323,False,ambiguous
boot_0518_f061c0,8270,clarksusa.com,"when you limit the ways we can use your personal information, some or all of the services may not be available to you.",Provision Requirement,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.305319,False,ambiguous
boot_0359_6a00f5,311,imdb.com,"We share user information with our parent corporation (Amazon.com, Inc.), the subsidiaries it controls",Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.303971,False,ambiguous
syn_non_compliant_22a9e05b,1676,go.com,"Insurance support organizations, such as claims reporting services and other parties who provide information on insurance related transactions you have conducted with us, our affiliates, as listed above, or others and We may share your personal data with partners without limitation.",Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.471603,True,non_compliant
syn_non_compliant_1889de1c,8924,2503_uga.edu_.txt,i) the right to lodge a complaint with a supervisory authority (established in the                         eu); We may share your personal data with partners without limitation.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.471838,True,non_compliant
syn_non_compliant_4ec28ba9,85,bedbathandbeyond.com,We use Secure Sockets Layer (SSL) technology to encrypt all of your Personal Information before it is transmitted to us so that it can be safeguarded as much as possible from being read or recorded as it travels over the Internet We may share your personal data with partners without limitation.,Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.461367,True,non_compliant
boot_0120_cd78c0,64,cbsnews.com,"Sponsor may also disclose user information whenever we believe disclosure is necessary to limit our legal liability, to protect or defend our rights or property or protect the safety, rights or property of our users.",Safeguards Copy,Transfers (44-50),ambiguous,0.7,2025-11-03T00:49:29.302355,False,ambiguous
syn_non_compliant_4ab06b52,7745,adblockplus.org,right to lodge a complaint with a supervisory authority,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.466398,True,non_compliant
boot_0301_0cc549,6457,kaspersky.com,"however, please note that if you do not wish to provide the necessary information, you may not be able to use kaspersky virus desk.",Provision Requirement,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.303594,False,ambiguous
boot_0047_7dcc3b,8662,chieftain.com,the right to lodge a complaint with a supervisory authority;,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.301848,False,ambiguous
boot_0452_b1c81b,5689,condenast.com,right to object to our processing of your data.,Right to Object,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.304853,False,ambiguous
syn_compliant_722d4320,7255,tufts.edu,"if you are not happy with the way your eea personal data is being handled, or with the response received from us, you have the right to lodge a complaint with the gdpr supervisory authority in the eea country where you habitually reside, where you work, or where you believe an infringement of the gdpr occurred We will retain this data for 3 years. For requests contact privacy@example.com.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.432416,True,compliant
boot_0676_94e86a,2887,samsclub.com,To register and service your account,Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.306908,False,ambiguous
syn_non_compliant_44f26d5a,9378,thriveglobal.com,"right to lodge a complaint with the data protection authority: if you have a concern about our privacy practices, including the way we handled your personal data, you can report it to the data protection authority that is authorized to hear those concerns.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.469872,True,non_compliant
boot_0085_dec52e,6844,1funny.com,"whenever personal data is transferred outside of the european union, we do our best to ensure a similar degree of security by transferring your personal data to countries that the european commission has approved as providing an adequate level of protection, by using contracts approved by the european commission, or by using us-based providers that are a part of the eu-us privacy shield.",Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.302139,False,ambiguous
boot_1191_e3ab7e,5209,spanishdict.com,"Provide Customer Support, including, for example, storing your email so that we can respond to messages that we receive and troubleshoot issues that arise on the site.",Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.310711,False,ambiguous
boot_0029_14c47b,391,yelp.com,We may allow third parties to use Cookies through the Service to collect the same type of information for the same purposes as we do.,Data Recipients,Controller and Processor (24-43),ambiguous,0.7,2025-11-03T00:49:29.301689,False,ambiguous
syn_compliant_128f78e9,8659,wizard101.com,"you have the right to receive your personal data, which you have provided to kingsisle, in a structured, commonly used and machine-readable format, and have the right to transmit such data to another entity without hindrance from kingsisle, where each of the following conditions are met: We will retain this data for 3 years. For requests contact privacy@example.com.",Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.433990,True,compliant
boot_0361_ccbe6a,1845,politico.com,may collect information from your computer or device,Source of Data,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.304170,False,ambiguous
syn_compliant_dcc260b4,1763,bedbathandbeyond.com,We may also receive information about you from other sources We will retain this data for 3 years. For requests contact privacy@example.com.,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.429666,True,compliant
syn_compliant_31a81948,7105,boohoo.com,for automated decision making we consider that fraud detection and prevention is in our legitimate interests to ensure that fraudulent transactors are unable to benefit from our services and in the legitimate interest of the public as whole due to the impact of fraud on the consumer market; we also consider it a necessary element of entering into a contract with you that we are able to verify your identity and prevent fraud We will retain this data for 3 years. For requests contact privacy@example.com.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.429741,True,compliant
boot_0908_9f09fe,7259,tufts.edu,"if you are not happy with the way your eea personal data is being handled, or with the response received from us, you have the right to lodge a complaint with the gdpr supervisory authority in the eea country where you habitually reside, where you work, or where you believe an infringement of the gdpr occurred.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.308507,False,ambiguous
boot_0534_48608f,7967,omglane.com,"12.3 if you block cookies, you may not be able to use all the features on our website.",Provision Requirement,Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.305431,False,ambiguous
boot_0670_e7f4ab,8485,elfcosmetics.com,"where we transfer, store, and process your personal data outside of the european economic area, we have ensured that appropriate safeguards are in place to ensure an adequate level of data protection.",Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.306858,False,ambiguous
boot_0717_73877e,463,samsclub.com,"we may share your personal information with our partner, so that they may extend the offer of credit as required by law.",Data Recipients,Controller and Processor (24-43),non_compliant,0.9,2025-11-03T00:49:29.307192,False,non_compliant
boot_0190_8fb298,2740,mayoclinic.org,Commerce Offerings: using cookies to track your browsing history and the amount of money spent at a particular third party merchantâs site to offer coupons and other offers that are relevant to your shopping experience.,"Processing Purpose, Data Categories",Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.302875,False,ambiguous
boot_0127_471be4,9885,benchurl.com,"We may use such information and pool it with other information to track, for example, the total number of visitors to our Site, the number of visitors to each page of our Site, and the domain names of our visitors' Internet service providers.",Processing Purpose,Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.302405,False,ambiguous
boot_0978_88295a,720,bedbathandbeyond.com,for the purpose of providing advertisements,Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.308960,False,ambiguous
syn_compliant_3332a868,7956,worldremit.com,'privacy officer' means the contact person for questions or complaints regarding our handling of personal information; We will retain this data for 3 years.,DPO Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.425118,True,compliant
boot_1100_258abe,5735,scottgames.com,"if you are not satisfied with our responses and/or support to resolve your concerns, you have the right to lodge a complaint with a supervisory authority, in particular in the european union (or european economic area) state where you work, normally live or where any alleged infringement of data protection laws occurred.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.309961,False,ambiguous
boot_0304_90a95a,1715,trend-chaser.com,â¢ Information that you provide,Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.303612,False,ambiguous
syn_non_compliant_a4bdc518,13,usatoday.com,"We cannot guarantee the security of our Sites servers or databases, nor can we guarantee that information you supply will not be intercepted while being transmitted to us over the Internet We may share your personal data with partners without limitation.",Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.458153,True,non_compliant
boot_0394_606e83,7977,bmj.com,a european commission decision provides that the country or territory to which the transfer is made ensures an adequate level of protection (article 45 gdpr);,Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.304421,False,ambiguous
boot_0974_5fdbef,2971,dmv.org,"We may use this data, on its own or combined with first-party data collected on the Site, to serve targeted advertising,   personalize your Site experience, or otherwise.",Processing Purpose,Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.308937,False,ambiguous
boot_0136_293091,7263,tufts.edu,we will not use your eea personal data to carry out any wholly automated decision-making that affects you.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.302473,False,ambiguous
syn_non_compliant_532bee56,5602,univision.com,"with our affiliated companies (e.g., The Univision Network Limited Partnership, Univision Television Group, Inc., Univision Radio, Inc., Univision Interactive Media Inc., UniMas Television Group, Inc., UniMas Network, Inc., Univision Management Co., Galavision, Inc., etc.).",Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.466965,True,non_compliant
